-8.858645541700599368e-02,-1.225603719997433484e-02,-6.863702127605267669e-03,-4.719828062305830157e-02,7.605199092624781443e-02,-4.641573036212175846e-02
-1.759919572673609989e-02,-2.343321391636878429e-02,2.908299165134501513e-02,2.804475697490040054e-02,3.624523356701479793e-02,5.277340505373669804e-02
-3.696648889473490990e-02,5.795994020197194757e-02,-1.235990843192729012e-02,-7.530735135020172333e-02,-1.167073654987315634e-01,-7.047865370487790826e-02
-4.258102217690828278e-02,-5.065352733617727032e-02,-5.669176514255189203e-02,2.869240798073100993e-02,2.341597418912423796e-03,-4.824697472585697650e-04
2.965093371716177179e-02,3.133034463860432522e-02,7.226729969758211025e-02,3.628220944216250382e-02,4.377447924157799874e-02,-5.834501058214242725e-02
7.877204292081056020e-03,5.508732451947492142e-02,1.917084321461550236e-02,-9.703965738443198763e-02,-1.006404436454805783e-02,7.486545452094964248e-02
-5.319684152435096014e-02,2.600820068502225982e-02,3.489758944489937788e-04,2.625240420444375708e-02,4.664059465910171121e-02,1.952137214800329489e-03
2.654559773767736428e-02,-1.061700759370034185e-02,6.294775975101707388e-02,1.521983688972619771e-02,-2.210531383863928445e-02,2.617248733650115455e-02
-2.760924639946660264e-02,3.797173661634779124e-02,1.167358295091470988e-02,7.237833684450294125e-02,-1.619396258281598959e-03,-5.346415457941673492e-03
-2.355903979938910736e-02,-7.660985666329202248e-02,-7.863621476410605216e-02,-2.848939042084070589e-02,-8.733203766987608641e-02,1.616741444802752628e-02
-1.366356998575951305e-03,2.835601785655140344e-02,-7.855242262005039666e-02,3.770006618937389586e-02,4.652872794468115164e-02,-8.971624438096178350e-03
3.179559249726417874e-02,2.618762882638674822e-02,-1.750237109057167784e-02,-1.582244774202955506e-01,-7.006009213666611335e-02,-7.708526376329527530e-02
-1.097817614392096464e-02,-7.571189361366235937e-02,-5.549146825704477648e-02,9.362275368080969981e-03,7.918724321885553530e-02,-2.988453598938332900e-02
-1.628453698979675374e-02,-3.261991898330913325e-02,9.744687510630221927e-02,6.504120083807935805e-03,1.124872760377029351e-01,4.781066648012457371e-02
-9.707221958006834184e-02,-3.772549117448645989e-02,-1.069655496165817649e-01,-9.544690627737101654e-03,2.233646067853475511e-02,-8.795376641676730389e-02
-3.836094674740123112e-02,8.313766771243112641e-02,3.930839829798292440e-02,-1.007181828922022737e-02,-6.346114493026799863e-02,-5.879225043609338786e-02
-4.426495837813454459e-02,-6.037976007344239560e-02,-1.505174700280612066e-01,-6.689640921720595157e-02,-1.036397735936627762e-01,-4.515229313335504535e-02
-1.642497751194052155e-02,1.299215634916552585e-02,-4.191217347502566859e-02,-2.439301367887670990e-02,-4.413708921318364176e-02,4.262724280409702776e-02
4.606980009977597323e-02,5.034677072672394393e-02,1.013304610612198314e-01,-6.617704896260849512e-02,-3.023268044333418322e-02,5.451163586263532701e-02
1.814997035410713735e-02,-3.405051890996094871e-02,1.105587669322464356e-01,8.098204703405618987e-02,3.198602730089612073e-02,-3.077669817446503087e-02
2.410738426105879864e-02,-1.236443588049217501e-01,-5.579410783802136835e-03,-1.713453813716895452e-02,-6.151638824459392668e-02,3.805725290373888209e-02
-6.678357533673890019e-03,3.721677721211176515e-02,-7.067215077781423271e-02,-1.353793337159417756e-02,-1.511988988302849779e-01,-8.380350643391921983e-02
6.616613208372937316e-02,-3.855215399343846910e-02,-8.467458715437686800e-02,-3.729080837169537060e-02,-6.847231233308377629e-02,5.151128186130966152e-02
2.128551060702539230e-02,-8.323925129127880684e-02,4.771489370044585537e-03,-3.186020618195493231e-02,6.011701750875453332e-02,4.554187617850185416e-02
-2.522704819368034798e-02,-9.339584831658155270e-03,9.570808381026882361e-02,-7.020339741468605010e-02,-1.425001710764781659e-01,-1.579885108412453984e-02
