1.403368360053516284e-01,1.448398853010661458e-01,1.564214764213679443e-01,1.462824207202386706e-01,1.518979708161674602e-01,1.226449738000132128e-01,1.472569327529059668e-01,1.476834669399068045e-01
1.511368359949770424e-01,1.497281621005691343e-01,1.416371060505756951e-01,1.446613171078098836e-01,1.589630569854784403e-01,1.419177290030194938e-01,1.580109135570341439e-01,1.617948058980641923e-01
1.508294292420288563e-01,1.520868719680863179e-01,1.443040187589865742e-01,1.449842378084794381e-01,1.558007781210471177e-01,1.661320548417921650e-01,1.506640497966040826e-01,1.618207340425666108e-01
1.378015849625079947e-01,1.391746288383401420e-01,1.591460214656917616e-01,1.547622179334923742e-01,1.478100745068204602e-01,1.579982880596164374e-01,1.515070195712351908e-01,1.454832745176796449e-01
1.397777250582235842e-01,1.406298892632418529e-01,1.524959165827981245e-01,1.349481467588079797e-01,1.535156065698703165e-01,1.498749788787478165e-01,1.459475440565638771e-01,1.690980345727095269e-01
1.442910016554230235e-01,1.537977471337959590e-01,1.575450184059441761e-01,1.394764888227176536e-01,1.623874615684097189e-01,1.684299672814039694e-01,1.635282003671632289e-01,1.522292271299162114e-01
1.610877169468433179e-01,1.560468637373104150e-01,1.496376755667191139e-01,1.383347780518560666e-01,1.442079091158177673e-01,1.512147269719287812e-01,1.563063897608329422e-01,1.572278183341635494e-01
1.705116259122700650e-01,1.520075921891525794e-01,1.338470368414497735e-01,1.664873505906538653e-01,1.315850300270593465e-01,1.413128128977342857e-01,1.544484449619361321e-01,1.257480379959522443e-01
1.410918646733030080e-01,1.482517369631501380e-01,1.488046633488401271e-01,1.413464321474068308e-01,1.515333157108879614e-01,1.456217570084394897e-01,1.600813555504356778e-01,1.347581440423249732e-01
1.541635658733498948e-01,1.426757255594133800e-01,1.520075882600863959e-01,1.605006233435674889e-01,1.592063192896467083e-01,1.450574633437462513e-01,1.378093075098824616e-01,1.503469481413863551e-01
1.577959042162739856e-01,1.643427544103120419e-01,1.412770845522871577e-01,1.738097071175723485e-01,1.491511019476282618e-01,1.594663725919166775e-01,1.489659416090176325e-01,1.636148214904154241e-01
1.625701162784366494e-01,1.526223516690139448e-01,1.388928036830547330e-01,1.469365789835667957e-01,1.252529646375460937e-01,1.579000531336672841e-01,1.688470506200253074e-01,1.628811741777417277e-01
1.369220031509626734e-01,1.485102747882435792e-01,1.408271809286608389e-01,1.475395673392200235e-01,1.444818121797058486e-01,1.393496143618489502e-01,1.563769623190559566e-01,1.557563165627459389e-01
1.455727980385161102e-01,1.495390442835537737e-01,1.588509912411971425e-01,1.552661798625719347e-01,1.456179763266540750e-01,1.688333889047538838e-01,1.550122274544342704e-01,1.693874804463301464e-01
1.467993476071652592e-01,1.507311848772364127e-01,1.668196430733667468e-01,1.440127605802306587e-01,1.510013290821113630e-01,1.480256029528703443e-01,1.654270235879529705e-01,1.435203067167460655e-01
1.420088750851512538e-01,1.554106512173125954e-01,1.541240247896192850e-01,1.286302003649539005e-01,1.294020561182621931e-01,1.389322712824138106e-01,1.326746512493649777e-01,1.516184296519522967e-01
1.595607364700370179e-01,1.466208935431080052e-01,1.493566986512945005e-01,1.697809818002688487e-01,1.519239503086807774e-01,1.641768950746281541e-01,1.221935394967237493e-01,1.444848760667005183e-01
1.430100808253519928e-01,1.519512450784408497e-01,1.422079196779660604e-01,1.414862015442848731e-01,1.491406323582035454e-01,1.589586530833276834e-01,1.463092085912012230e-01,1.507596415121765787e-01
1.455289742880800929e-01,1.490506449542503276e-01,1.395646778499256002e-01,1.467555049850249316e-01,1.496626306519487359e-01,1.541518168316068360e-01,1.503969083975019438e-01,1.409077575899252144e-01
