outcome,target,country,rho,stable,chosen,w_T1,w_T2,w_T3,w_T4,ratio_T3_T1,ratio_T3_T2
b13,1,MÃ©xico,0.11733788085130308,True,T1,0.3273459969926572,0.3570586300149165,0.32569125789264525,0.3273459969926572,0.9949449844653238,0.9121506400196493
b13,2,Guatemala,0.11685094221275932,True,T1,0.32646234906831895,0.3560947748886026,0.32478567816348497,0.32646234906831895,0.994864121667877,0.9120765062196937
b13,3,El Salvador,0.12053998202689861,True,T1,0.326866350096123,0.35653544639470797,0.32512505644757017,0.326866350096123,0.9946727656485876,0.9119010738910811
b13,4,Honduras,0.11967340131818989,True,T1,0.325796614282758,0.3553686125018024,0.3240694449564996,0.325796614282758,0.9946986271479192,0.9119247833258092
b13,5,Nicaragua,0.11647509586597947,True,T1,0.3276737636696483,0.35741614750932965,0.32603187570645425,0.3276737636696483,0.9949892602178265,0.9121912313655158
b13,6,Costa Rica,0.11596775314874601,True,T1,0.3254788976264739,0.355022057251187,0.3238501607301902,0.3254788976264739,0.9949958755908258,0.9121972962402674
b13,7,PanamÃ¡,0.11861445750589776,True,T1,0.3254535184995167,0.354994374504535,0.3237565404668881,0.3254535184995167,0.9947858052343315,0.912004706887974
b13,8,Colombia,0.11502960805063693,True,T1,0.3272234854802369,0.3569249983432672,0.32561275160475645,0.3272234854802369,0.9950775725247333,0.9122721947640197
b13,9,Ecuador,0.12384055689146624,True,T1,0.3130515842398584,0.3411979667843523,0.311710644224144,0.3130515842398584,0.995716552532483,0.9135770859418831
b13,10,Bolivia,0.11680842707347547,True,T1,0.3277934741773689,0.35754672393390124,0.32614429871084055,0.3277934741773689,0.9949688581486646,0.9121725270544893
b13,11,PerÃº,0.11518068537271738,True,T1,0.3273637841514987,0.3570780316835672,0.32570378937949596,0.3273637841514987,0.9949292045963322,0.9121361732724172
b13,12,Paraguay,0.11802226473729652,True,T1,0.32617649840079344,0.3557829780477272,0.3244807621107075,0.32617649840079344,0.9948011696170632,0.9120187927236344
b13,13,Chile,0.11464466405405818,True,T1,0.3273318934374315,0.35704324630424494,0.32571813096500424,0.3273318934374315,0.995069950393527,0.9122652069084431
b13,14,Uruguay,0.1176763681228111,True,T1,0.32655536711464156,0.35619623602297334,0.32490770493600124,0.32655536711464156,0.9949544170925787,0.9121592877108502
b13,15,Brasil,0.1138115922202021,True,T1,0.3272580260079978,0.3569626740553138,0.3256329671689608,0.3272580260079978,0.9950343193752648,0.9122325409252782
b13,16,16,0.11259370678383797,True,T1,0.32719129060843966,0.3568898811983409,0.3255685781980885,0.32719129060843966,0.9950404779805306,0.9122381870422219
b13,21,RepÃºblica Dominicana,0.12536081531476684,True,T1,0.31086046225158537,0.343841665472551,0.3095236027522743,0.31086046225158537,0.9956994868706426,0.9001922507759132
b13,22,HaitÃ­,0.11763319453379198,True,T1,0.3262819862099908,0.3558980408038975,0.32455962418849793,0.3262819862099908,0.9947212469756623,0.911945520844642
b13,23,Jamaica,0.11474701593912973,True,T1,0.32633732500807855,0.3559584026094897,0.324691878050805,0.32633732500807855,0.9949578340227162,0.9121624203011548
b13,24,24,0.11529623590686068,True,T1,0.3276803990446776,0.35742338516593575,0.3260530741937629,0.3276803990446776,0.9950338047205172,0.9122320690975242
b13,25,Trinidad y Tobago,0.11491399693672118,True,T1,0.32700212691733105,0.3566835474444037,0.325385179530942,0.32700212691733105,0.9950552389318317,0.9122517196609966
b13,26,Belice,0.11761528379898106,True,T1,0.3280488869525055,0.3578253200872571,0.3263971800397111,0.3280488869525055,0.9949650586284917,0.9121690437113781
b13,27,Surinam,0.12152867325411523,True,T1,0.3283319915215777,0.35813412157104646,0.3265599794032036,0.3283319915215777,0.9946029867203553,0.911837101616191
b13,28,Bahamas,0.11621165851512837,True,T1,0.32724521018348607,0.3569486949604579,0.3256236573944295,0.32724521018348607,0.9950448387368378,0.9122421849182036
b13,40,Estados Unidos,0.11679517888451917,True,T1,0.3276452567287406,0.35738505304243545,0.325990393917079,0.3276452567287406,0.9949492239619642,0.9121545267265874
b13,41,CanadÃ¡,0.1162734527358731,True,T1,0.3269780806930013,0.35665731858565763,0.3253676231186552,0.3269780806930013,0.9950747231406677,0.9122695824914422
sat,1,MÃ©xico,0.1022226077531568,True,T1,0.4332605861947493,0.4791852007456059,0.42900953350638976,0.4332605861947493,0.9901882312312418,0.8952896142010575
sat,2,Guatemala,0.09997289285573671,True,T1,0.43022396990090583,0.47582671018653455,0.42616581147334287,0.43022396990090583,0.9905673353613986,0.8956323853830662
sat,3,El Salvador,0.10501726037278308,True,T1,0.42110169765559535,0.46573749829787153,0.4169351359415315,0.42110169765559535,0.9901055689462654,0.8952148741840676
sat,4,Honduras,0.10267009538838547,True,T1,0.42423334611733454,0.4692010942136298,0.42017909851006047,0.42423334611733454,0.9904433547141465,0.8955202869129513
sat,5,Nicaragua,0.10090866240489035,True,T1,0.4299937097227177,0.475572042964949,0.4259451107650382,0.4299937097227177,0.9905845158518941,0.8956479193131031
sat,6,Costa Rica,0.10169618434886932,True,T1,0.4270054999417516,0.4722670898965463,0.42298988680109834,0.4270054999417516,0.9905958748980961,0.8956581897200533
sat,7,PanamÃ¡,0.10514227378734396,True,T1,0.41941667372667374,0.46387386575115636,0.415242855111642,0.41941667372667374,0.9900485152916173,0.8951632884927337
sat,8,Colombia,0.101236032340966,True,T1,0.42654580156813393,0.47175866456439436,0.4224690752868981,0.42654580156813393,0.9904424653431159,0.8955194827783215
sat,9,Ecuador,0.10336077349246145,True,T1,0.430936489579176,0.476614755293674,0.42664747745301546,0.430936489579176,0.9900472291628195,0.895162125625191
sat,10,Bolivia,0.10141551555907474,True,T1,0.4286826966739092,0.47412206558184344,0.4246762890392437,0.4286826966739092,0.990654141942862,0.8957108725114495
sat,11,PerÃº,0.10020629271308328,True,T1,0.4303792427545376,0.4759984416015505,0.4263184560525998,0.4303792427545376,0.9905646316119995,0.895629940758216
sat,12,Paraguay,0.10655204727157816,True,T1,0.43261715449129323,0.49544549430570217,0.4238736750926839,0.43261715449129323,0.9797893372746843,0.8555404781441879
sat,13,Chile,0.10099385276521534,True,T1,0.4281985956690578,0.47358665099629743,0.4242100634985124,0.4281985956690578,0.990685321692115,0.8957390640257488
